ROW,PROJECT,DATE,DAY,MONTH,YEAR,SITE,SAMPLE,SUBSTRATE,AVERAGE_DEPTH,CPOM_OM_AREA_g_m2,CPOM_ASH_AREA_g_m2,EPIL_OM_AREA_g_m2,EPIL_ASH_AREA_g_m2,EPIL_CHLA_MG_M2_HAUER,EPIL_PHAEO_MG_M2_HAUER,EPIL_640_664,PHICOCYANIN_MG_M2,EPIL_CHLA_MG_M2_RITCHIE,EPIL_CHLB_MG_M2_RITCHIE,EPIL_CHLC_MG_M2_RITCHIE,EPIL_CHLD_MG_M2_RITCHIE,EPIL_CHL_TOTAL_MG_M2_RITCHIE,EPIP_OM_AREA_g_m2,EPIP_ASH_AREA_g_m2,EPIP_CHLA_MG_M2_HAUER,EPIP_PHAEO_MG_M2_HAUER,EPIP_640_664,EPIP_PHICOCYANIN_MG_M2,EPIP_CHLA_MG_M2_RITCHIE,EPIP_CHLB_MG_M2_RITCHIE,EPIP_CHLC_MG_M2_RITCHIE,EPIP_CHLD_MG_M2_RITCHIE,EPIP_CHL_TOTAL_MG_M2_RITCHIE,FBOM_AREA_g_m2,FBOM_ASH_AREA_g_m2,FBOM_CHLA_MG_M2_HAUER,FBOM_PHAEO_MG_M2_HAUER,FBOM_640_664,FBOM_PHICOCYANIN_MG_M2,FBOM_CHLA_MG_M2_RITCHIE,FBOM_CHLB_MG_M2_RITCHIE,FBOM_CHLC_MG_M2_RITCHIE,FBOM_CHLD_MG_M2_RITCHIE,FBOM_CHL_TOTAL_MG_M2_RITCHIE,FILA_OM_AREA_g_m2,FILA_ASH_AREA_g_m2,FILA_CHLA_MG_M2_HAUER,FILA_PHAEO_MG_M2_HAUER,FILA__640_664,FILA_CHLA_MG_M2_RITCHIE,FILA_CHLB_MG_M2_RITCHIE,FILA_CHLC_MG_M2_RITCHIE,FILA_CHLD_MG_M2_RITCHIE,FILA_CHL_TOTAL_MG_M2_RITCHIE,MACRO_OM_AREA_g_m2,MACRO_ASH_AREA_g_m2
45,LTREB,8/4/2020,4,8,2020,BG,4,COBBLE,30.75,NA,NA,194.9319465,397.6269722,23.1927978,4.675083651,1.28718704,30.77188867,26.07225146,1.149311575,2.880655743,0.38829965,30.49069113,2.911264338,28.6706924,1.423503035,0.713624548,1.595744681,3.601549665,1.816297273,0.403315477,0.112499111,0.051326151,2.383448816,1.67E-07,1.48E-06,4.105125,2.5999125,1.578947368,12.30615,5.422870125,1.565872,0.067685875,-0.1179365,6.938519688,13.91794806,318.3941072,23.49703876,6.562965999,1.530864198,26.79418645,4.910368251,1.453991175,0.40677219,33.5654789,NA,NA
46,LTREB,8/4/2020,4,8,2020,BG,5,COBBLE,15.25,NA,NA,12.55935804,79.52662208,41.85286225,14.59090611,1.217665615,32.93236249,50.31070498,10.28519769,2.61042374,1.880076936,65.08671062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68E-08,2.10E-07,0.740318182,0.037015909,1.5,4.658875,0.635818943,-0.004177807,-0.029697295,-0.011499193,0.590448807,3.41050525,10.70503465,4.582764868,0.877550719,1.532258065,5.029261798,0.425670164,0.625646919,0.003731873,6.084342525,NA,NA
47,LTREB,8/4/2020,4,8,2020,CR,1,COBBLE,16.25,NA,NA,0.860518294,3.279946541,1.723187884,0.56690384,1.326633166,3.113205533,2.049822389,0.25200774,0.160459817,0.026185852,2.488488613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36E-08,4.03E-07,2.751402439,2.137628049,1.295454545,2.819375,3.775162744,0.670375915,0.487255854,0.25713128,5.189950366,2.371102039,17.82418668,7.317414143,1.183241436,1.723577236,7.777096327,2.658092526,0.356927007,0.076800486,10.86895716,NA,NA
48,LTREB,8/4/2020,4,8,2020,CR,2,COBBLE,29.75,NA,NA,3.591728532,2.525434124,1.386042428,0.449527274,1.349056604,3.393061048,1.612100912,0.296211957,0.110541198,0.040727676,2.059591563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98E-08,1.40E-07,2.41751087,0.967004348,1.368421053,2.12653,2.718627435,0.456049391,0.3957345,0.217484141,3.787913576,2.113881896,29.16876413,6.493484645,2.067092612,1.280701754,7.506338542,2.53326482,0.32761454,0.09460464,10.46186226,NA,NA
49,LTREB,8/4/2020,4,8,2020,CR,3,COBBLE,29,NA,NA,1.30217697,6.462656075,1.339216671,0.583761113,1.109243697,4.734136719,1.659431955,0.333951354,0.071497039,0.06231801,2.127208519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43E-08,1.00E-06,3.0972,3.135915,1.419354839,2.80517,4.98950365,1.06546145,0.2937729,0.20607255,6.554841,34.98171589,1882.036177,65.61261141,26.24504457,1.725,47.1806773,23.57822366,19.49500587,3.803221505,94.05737407,NA,NA
50,LTREB,8/4/2020,4,8,2020,CR,4,COBBLE,35,NA,NA,1.080714325,3.104179444,3.867807588,1.332244836,1.114130435,22.58463,4.570913659,1.631785965,0.146637068,0.122800879,6.472161945,0.546300507,3.498778526,1.332973236,1.17563869,1.629464286,3.886713268,1.992080992,0.521379301,0.129771783,0.124780274,2.768024462,1.45E-07,1.07E-06,17.84045455,17.24577273,1.496855346,8.0535,27.28270841,6.025627045,2.557090455,1.455363636,37.32095818,690.1803876,172.5778815,824.912515,54.5711356,1.590062112,840.804451,314.5389756,21.05406792,12.17324658,1188.575066,NA,NA
51,LTREB,8/4/2020,4,8,2020,CR,5,COBBLE,31.5,NA,NA,3.584713437,6.727475903,9.308960634,3.081134858,1.048780488,40.12914823,11.07447227,2.651465213,0.496146437,0.23825184,14.46040009,4.542273876,26.18559507,2.207054047,1.112267832,1.533333333,5.016143529,2.849962,0.655965689,-1.097835448,0.174516135,2.582625972,8.23E-08,6.48E-07,3.822954545,3.134822727,1.416666667,3.19095,5.389725886,1.075036295,0.425111114,0.347818705,7.237726364,122.8616043,488.156198,189.9239444,52.22908471,1.656050955,215.5912662,87.78035238,6.785944934,3.372344024,313.5309872,NA,NA
52,LTREB,8/4/2020,4,8,2020,GC,2,COBBLE,31,NA,NA,7.862362349,26.03769349,60.52385271,22.49197229,1.107305936,56.60900891,73.83977729,15.23079169,3.082155297,2.075496713,94.22866516,7.979670323,54.13899404,2.556686371,2.812355009,1.396103896,11.59875772,4.18494036,0.636206888,0.29423404,-0.138786379,4.976618798,8.28E-07,6.24E-06,20.37415385,25.97704615,1.66,23.064,34.62468692,7.097116154,2.098142,2.535300821,46.35546846,174.5516704,477.6313906,258.6635633,230.2105713,1.47972973,392.8381177,163.3276819,-6.921648041,4.666261618,553.9123507,NA,NA
53,LTREB,8/4/2020,4,8,2020,GC,5,COBBLE,33.625,NA,NA,8.96002982,37.75524016,7.670059114,3.195857964,1.059288538,35.32030075,9.471121206,2.56610432,0.11091491,0.245132394,12.39332686,25.30695445,198.735297,NA,NA,NA,7.081621272,NA,NA,NA,NA,NA,1.04E-06,7.77E-06,30.07588125,30.56966438,1.490272374,12.6127375,47.39061098,9.2327256,2.4542215,2.638654625,61.71651196,129.2854517,546.4774108,136.7590636,69.43152459,1.508196721,176.245893,46.67291468,-72.14150794,5.296425188,156.0747362,NA,NA
54,LTREB,8/4/2020,4,8,2020,WS,2,PEBBLE,27.375,NA,NA,1.470831541,4.323052164,-3.263755313,9.040336871,2.718918919,16.62039641,1.742444734,2.604248463,0.743665744,0.276832161,5.367193686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11E-07,1.27E-06,9.5018625,3.800745,1.306666667,3.4246125,11.51194989,1.057401806,1.228706344,0.4882824,14.28641709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,LTREB,8/4/2020,4,8,2020,WS,3,COBBLE,35,NA,NA,3.860640499,10.24437676,10.55140407,1.777505763,0.98255814,33.1407108,11.73480012,1.510823357,0.79575674,0.241487015,14.28294111,0.233836493,1.34222147,1.361068691,0.190424748,1.267482517,0.52126831,1.504156491,0.102653308,0.188138038,0.019173868,1.814131479,1.52E-07,1.76E-06,13.85637931,4.414706897,1.283333333,4.949,16.30995776,1.230910172,1.566578276,0.429203793,19.53675741,3.672402122,29.93925538,29.92041397,4.428221268,1.40719697,32.6615755,11.11793164,1.115499709,0.057471848,44.95264791,NA,NA
56,LTREB,8/4/2020,4,8,2020,WS,4,PEBBLE,38.875,NA,NA,1.557935634,4.445816323,1.562419449,0.397706769,1.098591549,3.769444267,1.789294396,0.518646956,0.075938343,0.04297706,2.426866787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40E-07,1.18E-06,12.45555,6.4353675,1.222222222,3.45171125,15.82172848,0.310992225,2.019424075,0.492211925,18.64446555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,LTREB,8/18/2020,18,8,2020,BG,1,COBBLE,21.5,NA,NA,2.360287101,14.00066772,10.91352327,45.96728549,1.209794838,24.08048205,37.367584,4.255747369,4.945449028,0.921539166,47.49055881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41E-08,1.55E-07,4.052117647,1.384473529,1.323529412,6.59835,4.591589324,0.158929265,0.258603265,0.042060324,5.051212529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,LTREB,8/18/2020,18,8,2020,BG,2,COBBLE,28.5,NA,NA,25.86816204,177.1311434,92.12967831,-45.83071037,1.43488195,60.62795672,63.07375066,11.49392196,8.513950026,2.46703916,85.54905465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.60E-08,6.05E-07,5.2065,3.204,1.30952381,40.6695,6.484632,0.008541,0.7597215,0.0195195,7.2724575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,LTREB,8/18/2020,18,8,2020,BG,3,COBBLE,28.5,NA,NA,33.63737951,177.2100632,186.3431028,-127.7195955,1.27532629,33.82152575,108.5650168,16.08842225,14.88405429,2.919092306,142.4572664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65E-08,3.45E-07,0.724714286,3.080035714,1.347826087,23.6379,2.623799571,-0.394138714,-0.448785429,-0.631223429,1.149665571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,LTREB,8/18/2020,18,8,2020,BG,4,COBBLE,32.25,NA,NA,26.93211808,172.822706,104.6789814,-61.12244198,1.350204082,23.64262321,67.27916194,11.40530082,9.094648816,2.467622026,90.24715497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.96E-08,7.45E-07,3.4443,2.88460125,1.35483871,9.72015,5.355933263,-0.164502413,0.684657825,-0.1198539,5.75627025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,LTREB,8/18/2020,18,8,2020,BG,5,COBBLE,27,NA,NA,11.79938944,67.13445713,43.09218397,19.39148279,1.234628975,31.2209132,53.57620026,6.793519896,6.926538143,1.405419647,68.70201863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45E-08,3.23E-07,2.813268293,2.602273171,1.392857143,10.3275,3.564816585,0.996550244,1.065933659,0.473863171,6.101187366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,LTREB,8/18/2020,18,8,2020,BN,1,COBBLE,10.75,NA,NA,12.04257939,70.54846993,57.43959613,-11.72516973,1.279057592,20.16605915,49.28227579,7.737672702,7.018796655,1.655737981,65.69479319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98E-08,1.48E-07,4.9751,1.99004,1.246753247,2.71545,5.967027583,0.303660983,0.766783883,0.2554888,7.2930021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,LTREB,8/18/2020,18,8,2020,BN,2,COBBLE,34,NA,NA,21.29782778,127.8711478,-8.203872752,80.97110025,1.322580645,54.02745403,39.08579795,4.355148187,4.317536896,1.131729108,48.89046427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22E-08,1.72E-07,2.2695,9.80424,1.2,9.7342,4.3259016,-0.1628328,-0.0036363,-0.2686238,3.8908359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,LTREB,8/18/2020,18,8,2020,BN,3,COBBLE,40,NA,NA,13.92145561,94.26182868,18.71157278,47.01493378,1.242494226,29.96427588,45.93522293,3.579660184,8.618355524,1.183153891,59.31669464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35E-08,6.35E-08,6.036521739,4.039826087,1.288888889,10.432,7.903455652,0.185761739,0.691368696,0.01876,8.799398261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,LTREB,8/18/2020,18,8,2020,BN,4,COBBLE,20,NA,NA,11.08384977,75.73496334,-24.19955159,79.26664267,1.245416079,17.81272869,22.28462741,1.765087362,2.884965589,0.589525837,27.52435268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44E-08,2.36E-07,3.100645161,1.963741935,1.333333333,9.014,2.402572903,17.97065548,-6.809032258,-0.002811613,13.56132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,LTREB,8/18/2020,18,8,2020,BN,5,COBBLE,33.75,NA,NA,14.19972104,83.39778522,51.57076783,23.22869755,1.253200569,19.23305155,64.52789829,4.770688461,10.31060405,1.682723823,81.2923402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01E-07,3.68E-07,7.782443182,7.700522727,1.232876712,15.7815,9.575663523,0.164727614,0.836886477,0.128503125,10.70584517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,LTREB,8/18/2020,18,8,2020,CR,1,COBBLE,11,NA,NA,2.406177513,5.467097206,5.72522931,1.311121216,1.279778393,6.403378524,6.580862433,1.293910663,0.545296132,0.172291804,8.592400807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81E-08,6.92E-08,0.772894737,0.741978947,1.904761905,1.1583,1.176175579,0.392394316,0.339165895,0.219494579,2.127238474,1.580419988,41.33147241,6.269136,0.230132841,1.413265306,6.453474397,1.192420102,0.233372176,-0.171951407,7.707351529,NA,NA
68,LTREB,8/18/2020,18,8,2020,CR,2,COBBLE,25.25,NA,NA,4.021987679,10.53258023,8.523848763,2.281975259,1.27247191,6.917818808,9.84705355,2.574283772,0.534406782,0.135361504,13.09116116,0.531978022,2.156557056,0.458892426,1.720846596,1.339449541,0.71759743,1.48478851,0.174578204,0.140886236,0.024718932,1.824981253,3.73E-08,7.25E-08,1.0112625,0.404505,1.777777778,2.658825,1.26048,0.416582075,0.026277675,-0.028065375,1.675280688,112.2316549,707.6978697,110.3615699,4.051247501,1.459183673,114.0478911,21.58639972,4.760872447,-2.483247813,137.9125591,NA,NA
69,LTREB,8/18/2020,18,8,2020,CR,3,COBBLE,27.75,NA,NA,7.289852669,25.74072115,7.047276537,2.63098324,1.138263666,5.419628398,8.544336769,2.764962688,0.162234163,0.333954938,11.80553632,2.471651731,12.57104986,0.087408081,17.50346824,1.378472222,3.489775821,10.37066797,1.424346109,1.226693358,0.493190767,13.51496564,6.04E-08,2.76E-07,3.031056818,1.448171591,1.714285714,1.2462525,3.888419557,1.111741943,0.313125955,0.185182057,5.498492216,648.4767583,6052.355104,764.7758055,34.24369278,1.443113772,791.3579744,115.8261914,48.99793624,-22.07717807,934.1094983,NA,NA
70,LTREB,8/18/2020,18,8,2020,CR,4,COBBLE,32,NA,NA,7.536550169,21.01488562,11.26315559,3.39955001,1.179104478,11.569762,13.30386303,3.898391437,0.8813054,0.452971101,18.53660659,4.012634219,20.70154472,0.405823234,9.622068868,1.401098901,4.958035161,6.121919323,1.280322296,0.545645297,0.258123792,8.20604825,2.86E-08,4.21E-08,1.165090909,1.553454545,1.75,1.6768,1.984494545,1.209818182,0.806714182,0.250973091,4.252010182,386.677613,586.0236127,157.5446615,36.64625822,0.283464567,179.7546042,44.21232071,5.115558024,-2.521272571,226.5621916,NA,NA
71,LTREB,8/18/2020,18,8,2020,CR,5,COBBLE,26.25,NA,NA,4.793648106,10.28880569,20.91550511,4.869878803,1.196476965,26.29491364,23.81090335,5.792676816,1.514378326,0.547886503,31.66598325,0.34919583,1.051952436,0.932352865,0.478996284,1.328063241,0.512597653,1.2342939,0.175737297,0.14785257,0.038043358,1.595934938,3.00E-08,7.75E-08,2.33625,-0.700875,1.4,NA,1.89429125,0.46548375,1.16542,0.20411875,3.72932625,13.84824449,77.68446191,8.700437174,0.352720426,1.47826087,8.89412164,1.316209076,-0.104510049,-0.46832994,9.637540046,NA,NA
72,LTREB,8/18/2020,18,8,2020,GC,2,COBBLE,30,NA,NA,27.99139739,116.700194,15.14188919,14.51676532,1.639506173,31.3836634,22.29761054,7.24314608,2.063967018,0.375718954,31.98056278,9.815286793,69.72887302,2.369383341,2.907879554,1.5,11.33759744,4.053689512,0.515977257,0.39608205,0.20242913,5.168204571,1.53E-07,7.98E-07,4.005,5.6515,1.5,12.33,7.404126667,1.012386667,0.969106667,0.55525,9.94092,57.12511034,905.9756549,202.6831638,48.60960624,1.339449541,233.7949652,48.51687223,8.473868756,-0.154080634,290.63297,NA,NA
73,LTREB,8/18/2020,18,8,2020,GC,3,COBBLE,18.25,NA,NA,8.207660903,45.41572367,-10.22674549,30.75890373,2.843373494,19.25222614,5.972177343,8.570828853,2.342032047,1.053733179,17.93878279,15.54311169,127.2491427,14.28809954,19.88846016,1.204597701,8.78266484,25.56968718,7.422179232,1.563520597,1.091412294,35.64694694,4.89E-07,3.42E-06,4.497923077,9.145776923,1.777777778,25.696,9.705730442,2.400151558,1.247085673,0.839856577,14.19288602,23.25389961,1071.924798,128.6037136,45.27555395,1.434579439,155.9498209,38.91468799,1.15325682,-0.434742706,195.5838873,NA,NA
74,LTREB,8/18/2020,18,8,2020,GC,5,COBBLE,40,NA,NA,5.176847659,20.62934771,17.29509361,5.070449132,1.197424893,14.50557917,20.05037661,2.167706623,1.840812106,0.632809533,24.69183494,3.928453082,25.11403935,0.037460606,7.068816385,1.529850746,3.336379082,4.067714359,0.735527217,0.448892548,0.30426725,5.556428031,1.39E-07,5.58E-07,5.34,10.3596,1.553571429,15.824,10.234932,2.673796,1.790298,1.271018,15.970112,69.75708647,437.0529988,64.94524957,16.88576489,1.471428571,75.89983481,11.49597403,3.36609688,-0.570645773,90.19171076,NA,NA
75,LTREB,8/18/2020,18,8,2020,WS,1,PEBBLE,36,NA,NA,10.92016422,42.20748698,-21.21518996,38.91532638,13.84244373,16.72398598,1.447492508,0.337604102,0.035456019,0.993608789,2.814178512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09E-08,7.54E-08,2.288571429,3.478628571,1.454545455,14.9688,3.289416,0.174315429,0.066934286,0.121289143,3.651977143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,LTREB,8/18/2020,18,8,2020,WS,2,COBBLE,29.25,NA,NA,2.659890108,7.554087906,4.585802539,1.095722731,1.318471338,4.195026684,5.258424302,1.495510598,0.338398059,0.128655693,7.22101829,0.662341866,1.288555995,2.138220183,1.361708643,1.329571106,1.080339797,2.979530676,0.393861109,0.37797225,0.075028461,3.826411342,7.80E-08,4.06E-07,6.136232143,4.797417857,1.435897436,5.689125,8.450627946,0.587237625,-0.100906232,0.521801196,9.458819036,16.01017022,121.4709859,12.99947767,1.218701032,1.386666667,13.75290601,3.474576533,0.785809463,0.052551174,18.06592008,NA,NA
77,LTREB,8/18/2020,18,8,2020,WS,4,COBBLE,30.25,NA,NA,9.411918842,25.51302286,19.24226471,4.982884965,1.214380826,18.11122097,22.31569507,5.968355893,1.584438452,0.60446516,30.47308258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00E-07,6.70E-07,5.653725,3.392235,1.673913043,0.568095,6.7109746,1.193329225,2.5974828,0.126597763,10.62842523,1.816467517,6.659594545,3.412451814,0.662417117,1.362255965,3.747470531,1.074586565,0.200372269,0.038197207,5.060647171,NA,NA
78,LTREB,8/18/2020,18,8,2020,WS,5,PEBBLE,28.25,NA,NA,1.732728413,3.891039243,3.206003545,0.742656517,1.202764977,2.214244519,3.625031841,0.800715839,0.217133821,0.035139884,4.67804236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91E-08,2.30E-07,2.778907895,-0.833672368,2.3125,2.974725,2.034527829,1.482573382,2.920027053,0.852717329,7.289860461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,LTREB,9/1/2020,1,9,2020,WS,1,COBBLE,31,NA,NA,4.011465037,25.44257962,15.99255712,1.36450258,1.18705036,10.29792531,17.51909651,3.601332852,1.765830973,0.613656886,23.50002383,0.526911564,1.798592358,1.217469701,0.093339344,1.307116105,1.766167031,1.298983412,0.1290712,0.143369119,0.008353227,1.579785144,6.42E-08,2.90E-07,1.1036,0.8277,1.714285714,5.8559,3.224231467,2.230553333,1.775330733,1.9142004,9.144344867,5.400453805,25.5372834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,LTREB,9/1/2020,1,9,2020,WS,3,COBBLE,24.25,NA,NA,14.49786256,46.65038035,0.936515154,82.86598258,0.913324709,47.51557537,50.96564517,6.512441618,3.770756089,1.945862777,63.19503478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76E-07,1.79E-06,10.79125,-0.215825,1.636363636,12.151675,17.154547,8.063917167,7.460140667,8.276525,40.95528342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,LTREB,9/1/2020,1,9,2020,WS,5,COBBLE,30.5,NA,NA,3.525669723,2.682104574,10.51082175,0.848950987,1.25974026,6.341879526,11.37801408,1.528270541,1.186525644,0.331139985,14.42402249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23E-08,7.39E-07,0.97722,0.846924,1.545454545,4.8129,2.3538985,1.15083942,1.30141548,0.9823196,5.78849252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,LTREB,9/1/2020,1,9,2020,CR,1,COBBLE,13,NA,NA,2.768624077,10.79330792,2.829836625,0.525541087,1.183206107,6.220752223,3.34212379,0.717422309,0.444120828,0.226941087,4.730629212,0.233836493,0.853503199,0.226324496,0.063214773,1.353658537,0.443003236,0.268455372,0.035766256,0.028246571,0.006639816,0.339109711,9.75E-09,1.95E-09,0.6942,0.76362,1.625,2.2503,1.67439805,0.78677755,0.62293465,0.5870111,3.67113435,12.37462721,57.74942949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,LTREB,9/1/2020,1,9,2020,CR,2,COBBLE,25.5,NA,NA,9.938050951,53.74497955,21.12153845,6.294006181,1.237168142,20.86195656,24.90896982,8.749028746,1.689325156,0.762050542,36.10950862,-0.623174254,17.6160722,0.385532072,0.409881466,1.786666667,4.079511456,0.608195349,0.147735692,0.065285027,0.060448359,0.881668378,2.98E-08,7.37E-08,2.094923077,0.471357692,1.6,6.2118,3.866151115,2.396766577,1.651927269,2.229953423,10.14483369,42.37478306,1165.95941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,LTREB,9/1/2020,1,9,2020,CR,3,COBBLE,24,NA,NA,13.87585749,57.97742007,6.482468707,2.420668694,1.245689655,36.89472186,8.082828053,2.959235132,0.51006177,0.482732938,12.03490307,3.133409006,17.02329669,2.93441415,1.567102025,1.337837838,7.917703652,3.681363438,0.833134872,0.250320797,0.14699149,4.911832811,5.24E-08,2.33E-07,3.661714286,2.746285714,1.692307692,6.5832,7.614822857,4.696566857,2.633489143,3.132572571,18.07750971,88.49498572,944.3824064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,LTREB,9/1/2020,1,9,2020,CR,4,COBBLE,21,NA,NA,11.6485649,46.59425959,10.99937049,11.56830344,1.435294118,30.93025444,17.96273911,7.000461249,1.726848133,0.854898122,27.54504321,3.437396447,17.72480617,14.29746469,-11.36929397,0.450511945,8.006561519,7.664578922,1.302309322,-1.836734676,0.299377354,7.429578859,2.80E-08,2.03E-07,7.3591875,8.3404125,1.590361446,7.2933,13.03654538,4.406642625,1.748030813,1.828582875,21.01988569,116.2786221,460.195765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,LTREB,9/1/2020,1,9,2020,CR,5,COBBLE,31.75,NA,NA,11.24052022,44.90829848,15.07789399,3.618694556,1.069444444,40.33679504,17.52433136,4.559987552,1.127923278,0.77793758,23.99028357,2.765116529,15.24029343,3.468227788,1.243067782,1.225255973,4.653112374,4.208863222,0.663271589,0.249751627,0.147013401,5.268926332,1.67E-09,1.15E-07,3.8147625,4.78964625,1.578947368,0.340995,7.582806463,3.072188738,1.7613376,1.5255875,13.9419711,126.3121462,472.9771247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,LTREB,9/1/2020,1,9,2020,GC,1,COBBLE,31.75,NA,NA,16.13471802,127.1135176,48.07444459,11.36305054,1.197761194,35.07547395,55.65065203,14.49636554,3.192414371,1.70956457,75.0493192,0.059803683,0.280369955,0.0772625,0.011675222,1.316239316,0.104752903,0.084576941,0.008930246,0.008247706,0.001612429,0.103367863,4.23E-08,2.29E-07,3.633107143,3.572555357,1.545454545,23.491825,7.111882071,3.000592714,4.359302214,1.717221429,16.18904832,7.502643877,52.08240208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,LTREB,9/1/2020,1,9,2020,GC,2,COBBLE,22,NA,NA,17.06421807,77.91431946,21.19645966,4.272069963,1.203846154,43.94956885,23.91428054,5.333939015,1.899382922,0.930130834,32.07787776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68E-08,7.07E-07,2.273806452,0.644245161,1.625,8.9584,3.735340258,1.812988774,1.487773419,1.742925161,8.779060258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,LTREB,9/1/2020,1,9,2020,GC,3,COBBLE,24.25,NA,NA,12.93466561,41.52936115,16.05499146,5.290061935,1.061124694,43.2597512,19.84701493,4.909131275,2.040015228,0.808370745,27.60465028,1.27616266,4.13130624,1.732553036,0.814299927,1.208791209,2.210573286,1.928053368,0.374598298,0.130615032,0.05147348,2.484751859,2.42E-08,3.53E-07,1.233285714,1.356614286,1.666666667,8.242575,2.832903476,1.439366833,1.396657964,1.03787344,6.706823655,7.791431946,36.66790046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,LTREB,9/1/2020,1,9,2020,GC,4,COBBLE,36.25,NA,NA,7.815984778,19.60134402,8.085247499,0.863154801,1.183783784,30.66648687,8.748215697,2.214818471,0.934323639,0.508350832,12.40576184,1.346313608,3.901561885,4.474981579,0.762947679,1.366459627,3.063550354,4.969869976,0.558125571,0.682695848,0.063051713,6.273774431,1.65E-08,5.04E-07,2.639659091,1.055863636,1.625,10.31675,5.52395625,3.353503977,3.558164886,3.027801023,15.46347557,83.66114357,462.862677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,LTREB,9/1/2020,1,9,2020,GC,5,COBBLE,35,NA,NA,9.063502468,28.86009996,14.80630459,4.027951679,1.132575758,23.3862215,17.8004368,4.006865321,1.887856606,0.95062963,24.64589808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55E-09,1.42E-07,1.625217391,0.365673913,1.6,8.2915,2.97754587,1.823751087,1.255002609,1.898083478,7.954411957,4.695436779,11.77132906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
